69.814,3.1444,11.35,11.133,-7.484,-3.8884,3.4053,-14.91,-6.3505,-3.3324,-0.73098,2.1713,-4.752,2.8616,6.8772,-3.4966,4.1285,8.4031,3.4551,-7.0218,2.556,-4.4558,-1.4836,11.308,-9.7407,10.735,0.059004,-2.1355,-3.0534,-2.9535,8.8596,11.883,-5.6547,-3.6213,-5.4213,2.0185,4.8192,7.8872,7.9007,9.8029,-7.5364,-5.2089,-1.6607,0.33264,4.7674,0.62634,-6.7954,-9.9728,-1.4978,13.459
3.1444,61.506,-2.7791,-10.489,-0.85095,-8.7507,-4.5684,6.9387,6.5944,-1.9623,-4.2549,1.165,-6.9001,-8.7405,1.0067,-5.1829,3.115,-10.283,-7.8644,-3.8508,1.7435,1.8591,0.88318,-3.4057,-1.493,-4.6667,-13.465,-1.9165,3.1578,8.0156,9.3289,-12.185,-9.5195,-2.7908,5.4954,-5.9323,1.5979,4.4348,-5.5591,6.1646,2.6388,3.0161,-0.34153,-1.0891,4.5791,-5.7808,-9.1741,1.0347,-1.6873,0.82384
11.35,-2.7791,64.837,0.57204,-4.864,-0.47443,-2.9984,6.3639,-5.0476,1.6064,1.3127,-2.8939,3.7257,6.873,10.236,-3.573,4.6064,-2.9125,7.2722,-4.5359,-3.7469,1.1997,-1.0977,-6.1813,-3.3929,10.975,-4.8089,-6.5416,-9.0127,-1.0435,-1.0571,0.30861,1.6014,4.7439,-9.141,-11.112,10.115,2.3197,-4.1133,5.1134,6.4909,-0.62813,5.1842,4.4461,-1.7934,-7.7292,4.8801,10.565,0.52878,4.3299
11.133,-10.489,0.57204,69.261,-4.8241,0.14053,2.606,7.5007,2.031,4.6411,-0.4265,-0.29671,1.808,-5.5978,4.5604,5.0281,3.6115,8.5371,3.3773,1.2213,-3.4874,-2.7379,-5.7716,-7.1161,-0.69611,-1.9136,3.4791,9.5591,9.7136,3.7752,-2.8364,-1.2951,6.1675,-2.2824,-6.4843,5.9471,0.090904,-4.6934,2.049,10.11,-5.945,6.476,3.0828,-4.4958,3.9273,-9.0944,4.3529,8.5777,1.9373,1.0196
-7.484,-0.85095,-4.864,-4.8241,68.887,-10.52,3.7983,-1.3873,0.89513,0.71038,-5.2986,0.11418,-3.9189,7.6147,-4.9759,-5.6316,-6.5485,-1.9935,6.0308,-3.6753,5.2652,4.0391,-1.3655,2.1562,7.4958,-3.1844,-0.90036,-3.4199,-5.5652,-7.9923,-4.6414,-5.5641,-14.533,-2.8717,0.82108,-0.89375,6.9471,-6.2892,-5.3075,-10.85,4.8979,4.6249,-4.2753,-6.7905,-3.4387,-4.7732,1.9754,8.0237,14.511,4.2299
-3.8884,-8.7507,-0.47443,0.14053,-10.52,61.04,1.5029,2.5882,10.598,3.6016,4.7367,-6.9488,-10.497,3.0712,1.7203,-3.4133,-0.2703,6.2858,4.8234,-3.6339,6.123,-0.80034,-5.0244,-5.6017,9.5945,0.93999,-5.2757,17.293,0.55363,5.1182,-5.8604,-4.4964,-1.3075,-2.5838,3.6498,5.0174,-6.4312,10.23,3.1028,10.62,-5.0648,7.5179,1.354,1.5658,-6.0606,-3.1985,3.9505,-0.71111,-4.1585,2.2963
3.4053,-4.5684,-2.9984,2.606,3.7983,1.5029,54.536,1.3967,-3.1399,-2.9966,-9.588,-0.9029,-8.508,7.0519,1.7878,-1.9012,-6.2142,-6.13,3.2469,5.4376,-6.9108,-3.7824,2.2447,1.3432,1.8994,5.7816,7.7309,-7.4525,-4.3019,11.168,5.1214,0.77734,-4.452,6.3141,-0.72269,0.63202,-4.1961,-7.4369,7.5563,3.1502,-0.21536,3.5352,-3.4888,3.1481,-2.7876,3.8979,3.6534,6.525,-4.3881,-4.0196
-14.91,6.9387,6.3639,7.5007,-1.3873,2.5882,1.3967,64.351,-1.3414,6.334,-7.5518,-0.89971,11.299,3.4421,4.3844,4.4631,-5.6949,-3.0253,0.96887,-4.3464,0.9875,-9.5783,6.9114,-2.8637,1.6924,-1.5824,-10.524,-6.437,5.3434,0.031417,0.49683,7.1145,10.806,-1.786,3.9112,0.34809,-6.1114,-7.5447,6.3516,-4.5758,7.8106,7.8527,1.5732,0.6601,1.6656,3.8737,0.87859,-1.357,-1.5872,-10.894
-6.3505,6.5944,-5.0476,2.031,0.89513,10.598,-3.1399,-1.3414,65.098,-4.5693,-6.1683,-2.9508,-11.245,2.1935,-2.2724,4.1187,3.7302,-9.2077,6.5312,8.8506,4.5017,4.6945,3.0743,2.2426,-8.5704,0.67686,1.272,6.173,2.4559,-1.1575,-9.91,4.4586,0.11995,-7.8183,7.3476,-6.7421,1.1399,10.826,-8.81,0.17618,9.2887,1.5616,2.7518,0.93289,-3.9263,-7.9438,-3.856,1.4345,3.4331,1.1528
-3.3324,-1.9623,1.6064,4.6411,0.71038,3.6016,-2.9966,6.334,-4.5693,55.711,4.2721,4.6937,6.4501,6.1204,-4.4127,-2.2722,10.228,-2.5866,6.7335,5.5738,-2.2425,-10.15,-5.4848,-8.4819,3.0373,6.5273,0.76765,2.8821,-1.174,-0.60168,8.4708,-4.6068,7.3915,-0.43935,3.4911,3.9737,-9.3366,0.70292,0.016043,7.36,-10.139,10.925,6.5507,8.4421,0.87893,7.701,-2.2665,10.993,3.7707,-5.7566
-0.73098,-4.2549,1.3127,-0.4265,-5.2986,4.7367,-9.588,-7.5518,-6.1683,4.2721,72.289,-10.581,-8.188,3.8036,-8.7388,10.636,-6.8159,10.219,2.7835,4.118,-3.0858,-4.7449,3.5806,-4.4303,-13.563,1.8911,3.548,-14.18,9.7057,-2.9673,-1.5821,3.6352,1.0563,5.8865,-0.78455,-1.3667,-7.9677,2.1073,6.2578,10.629,21.468,-4.2943,-2.3915,6.3995,3.6769,-1.4018,12.341,2.3411,8.2989,-6.7159
2.1713,1.165,-2.8939,-0.29671,0.11418,-6.9488,-0.9029,-0.89971,-2.9508,4.6937,-10.581,58.825,-5.2853,0.75754,4.2745,-11.861,-2.6341,-5.7255,-8.3435,8.4322,1.2873,3.9993,9.049,6.7603,7.405,1.659,5.2315,3.9607,-2.2307,-7.6468,2.1378,3.766,4.4616,-0.45738,-8.8426,-3.5978,-1.0063,-8.3255,9.885,3.5352,-1.3277,-8.8724,2.2345,-3.1413,1.755,12.663,-4.3042,1.2009,-4.1432,6.0236
-4.752,-6.9001,3.7257,1.808,-3.9189,-10.497,-8.508,11.299,-11.245,6.4501,-8.188,-5.2853,69.297,-1.8903,4.5374,5.214,6.9536,9.6328,2.2693,-1.3026,-8.2237,-1.6496,5.0717,-1.169,3.4572,3.3345,3.2177,5.593,-7.7791,9.3843,7.7578,-14.219,-5.9678,-1.6426,-4.2893,4.2265,4.509,-4.3716,-0.7062,8.6113,-0.51475,1.0328,3.7434,5.5894,-14.419,8.0299,2.6358,-4.4674,-1.8347,-8.0873
2.8616,-8.7405,6.873,-5.5978,7.6147,3.0712,7.0519,3.4421,2.1935,6.1204,3.8036,0.75754,-1.8903,68.917,-8.6584,-1.3909,10.389,-5.6963,3.0721,5.8195,6.9373,-7.5112,-1.4791,9.7529,2.8566,-6.8144,1.1779,-8.0107,3.4231,-5.4635,-0.54438,-2.603,-4.8047,-4.6257,-3.4182,4.425,9.0898,5.3002,-12.208,-8.0763,6.9661,1.7631,-8.3312,-2.2009,-2.6756,7.4549,13.105,3.0491,-8.0794,0.86564
6.8772,1.0067,10.236,4.5604,-4.9759,1.7203,1.7878,4.3844,-2.2724,-4.4127,-8.7388,4.2745,4.5374,-8.6584,70.341,5.0302,0.3487,-16.053,-0.026888,-3.5763,-9.3448,4.696,9.1044,-4.4461,-13.907,1.9708,-12.775,-0.34925,-2.0221,-8.0739,7.1534,7.4431,-0.27009,3.5149,1.1252,-1.8803,-4.0201,8.5075,8.9757,1.7561,-7.8741,-4.2302,-1.6328,10.465,4.3547,-0.65705,7.34,-0.87471,-4.9086,5.0215
-3.4966,-5.1829,-3.573,5.0281,-5.6316,-3.4133,-1.9012,4.4631,4.1187,-2.2722,10.636,-11.861,5.214,-1.3909,5.0302,68.867,-1.3588,7.6698,8.4077,3.6845,0.36046,4.6565,3.1221,9.2838,3.3194,1.4388,4.4219,10.082,7.4968,5.1275,8.8777,-2.263,-3.7131,-6.6867,-0.36303,1.2376,1.1378,-0.41467,2.944,-3.1227,-8.1296,3.965,11.115,-3.7349,0.31799,-4.0552,2.2146,-3.8083,-1.7832,-7.2128
4.1285,3.115,4.6064,3.6115,-6.5485,-0.2703,-6.2142,-5.6949,3.7302,10.228,-6.8159,-2.6341,6.9536,10.389,0.3487,-1.3588,89.792,1.8693,-0.63689,6.2226,9.1918,-13.361,0.0016601,-0.96535,-2.3015,-3.7479,-13.232,4.2514,8.2665,-1.9886,0.35232,2.9889,-6.3526,2.4358,-10.635,3.6072,-2.3014,-5.0394,-10.456,-6.4644,-9.4129,-2.185,-1.8313,-8.0292,-25.59,-0.15313,-0.19733,-11.376,0.60048,-10.707
8.4031,-10.283,-2.9125,8.5371,-1.9935,6.2858,-6.13,-3.0253,-9.2077,-2.5866,10.219,-5.7255,9.6328,-5.6963,-16.053,7.6698,1.8693,77.313,3.2196,-1.9422,1.5994,-4.4611,-3.1057,6.8699,1.9395,-5.5726,6.3886,10.027,3.3165,5.403,5.341,5.5873,2.7741,-14.984,-3.7049,1.8993,14.9,6.8597,-4.6404,2.9046,1.2279,0.95988,-2.411,-3.6362,0.52858,-1.3892,-0.33416,2.6236,-9.6088,1.5731
3.4551,-7.8644,7.2722,3.3773,6.0308,4.8234,3.2469,0.96887,6.5312,6.7335,2.7835,-8.3435,2.2693,3.0721,-0.026888,8.4077,-0.63689,3.2196,59.236,-0.18947,13.334,-13.14,1.3827,4.5977,-0.4617,-7.7266,2.2118,1.4213,0.12289,1.7121,-8.6733,2.8425,-2.3859,-5.3553,2.9959,3.1682,1.7712,2.3356,2.8399,5.431,2.0463,-0.3244,7.3417,-11.72,9.3244,-1.6574,-4.5014,4.921,-7.4762,-4.186
-7.0218,-3.8508,-4.5359,1.2213,-3.6753,-3.6339,5.4376,-4.3464,8.8506,5.5738,4.118,8.4322,-1.3026,5.8195,-3.5763,3.6845,6.2226,-1.9422,-0.18947,60.648,1.4414,-2.3897,-4.9369,17.716,3.9388,-3.3361,-6.0585,-7.8345,-1.1145,12.159,-10.265,-0.35982,6.2497,-1.1972,-9.1336,-14.105,-3.2359,4.0107,0.23351,4.9626,9.4622,-5.1977,2.7614,4.1931,-6.8361,-1.4885,-3.1129,4.6358,2.7256,-8.7021
2.556,1.7435,-3.7469,-3.4874,5.2652,6.123,-6.9108,0.9875,4.5017,-2.2425,-3.0858,1.2873,-8.2237,6.9373,-9.3448,0.36046,9.1918,1.5994,13.334,1.4414,66.094,-5.9743,-5.8473,5.2341,0.54033,4.491,-3.2957,0.40617,1.2537,0.95067,-2.0413,-5.7607,4.8439,2.8813,-10.158,1.1703,-2.9111,3.0758,-4.8294,-0.65555,15.052,6.7606,0.65983,4.222,0.12323,9.7877,3.9576,-4.8575,3.9293,-3.1579
-4.4558,1.8591,1.1997,-2.7379,4.0391,-0.80034,-3.7824,-9.5783,4.6945,-10.15,-4.7449,3.9993,-1.6496,-7.5112,4.696,4.6565,-13.361,-4.4611,-13.14,-2.3897,-5.9743,61.669,-2.1619,2.1854,-0.22014,7.4625,-6.2682,-15.32,-1.0126,2.0348,-7.7478,-3.2404,-1.7059,-4.0348,-1.9975,-0.65893,-4.3123,13.036,0.81096,2.5373,-3.4048,8.8682,6.6541,-1.9327,7.3203,-2.5663,1.6221,-5.7603,0.55251,3.0187
