220.31,-11.255,4.2267,-8.7912,26.818,-4.6875,-2.0606,-20.532,-41.52,-24.699,16.733,8.7552,9.3862,-10.363,-27.597,15.446,22.927,-4.0963,-4.0551,20.602,-35.531,-14.778,-35.043,-15.448,-1.5551,17.247,-10.778,22.536,6.2026,8.9534,-9.9587,22.478,-21.201,-10.593,-2.2352,23.456,-22.745,13.472,-12.04,0.58268,1.0289,-10.954,5.9152,-8.8439,15.404,-4.5076,-2.1036,-2.507,-5.6799,-1.205
-11.255,201.07,28.943,-22.567,-29.708,-14.368,7.5731,2.4957,15.333,31.77,-25.704,-10.082,-5.0046,13.056,-11.786,32.141,16.101,-7.5497,-7.7114,-20.632,30.138,-17.281,23.191,14.91,1.7747,19.72,-3.7331,20.928,51.996,35.748,-22.555,10.735,-20.027,-0.91947,-9.135,-6.1039,1.4209,-8.332,-7.2557,-20.787,13.712,-17.086,34.023,-1.3501,-15.087,-29.056,19.326,-6.1592,-17.595,-6.9498
4.2267,28.943,195.39,17.27,-10.047,-24.611,-3.267,-7.4033,11.556,-41.358,47.097,-25.316,-17.564,11.385,-5.5137,-18.809,1.6979,-1.6242,-66.418,-19.733,10.245,-10.384,1.0699,10.442,-37.297,18.19,-0.82583,32.859,11.597,2.7036,-11.122,-8.2097,-31.393,-31.124,0.18427,-39.671,-21.348,35.045,-2.5012,6.8531,-29.749,-4.3453,14.46,-9.6222,-6.4251,16.475,26.782,28.842,3.1935,-34.771
-8.7912,-22.567,17.27,192.18,-2.7722,-18.886,-24.132,-1.4642,10.037,6.5344,20.757,15.087,-25.559,0.2769,-12.182,-17.099,10.666,9.5634,-6.2624,-9.3673,-1.2189,2.9777,-39.598,-17.384,-21.97,-4.0499,20.019,-28.282,14.225,0.00022535,5.7792,34.11,-29.963,10.191,-8.7794,12.013,23.873,22.288,8.5275,-8.9333,-0.3899,-1.1727,-1.4519,-3.6011,10.135,7.4291,-5.6049,21.184,-2.8462,1.1105
26.818,-29.708,-10.047,-2.7722,198.96,-30.479,-5.0085,11.032,12.047,59.004,9.9384,-12.547,-26.908,10.166,-9.5415,6.8165,-19.93,19.489,-39.34,-11.16,-38.298,7.7693,-5.3236,-38.904,31.097,30.054,-28.325,-2.6873,40.084,-42.477,-25.207,-20.308,10.952,4.4589,9.0341,-2.982,0.64665,32.055,-10.802,10.133,8.6563,12.242,-19.506,-19.242,10.448,-18.509,-4.6592,-46.052,25.41,14.076
-4.6875,-14.368,-24.611,-18.886,-30.479,226.35,-20.576,0.89669,21.66,-29.967,27.985,24.674,40.53,-11.634,-5.9906,-12.925,-29.74,-12.46,-2.245,-6.9931,-4.5198,40.949,-4.7605,28.501,12.647,-1.0886,12.843,-5.4595,10.331,13.7,-0.43043,-9.1051,9.6479,-16.532,16.015,-7.7514,-27.263,27.848,1.3864,5.133,5.7669,3.8939,-27.264,8.2737,-27.375,12.403,-11.998,-37.009,-28.035,1.5746
-2.0606,7.5731,-3.267,-24.132,-5.0085,-20.576,230.49,16.79,-34.187,-14.465,5.469,-1.4966,-12.993,24.815,14.216,4.5614,4.5735,28.467,-29.003,-6.3876,4.7016,27.787,0.30927,21.829,-4.9088,4.0585,22.31,7.0695,3.0306,-10.236,-8.4046,-32.188,12.585,31.991,8.7338,-18.662,-12.272,-13.683,-12.927,-19.413,-5.0343,-12.731,32.357,-20.748,51.117,29.592,21.187,6.7985,8.2178,13.499
-20.532,2.4957,-7.4033,-1.4642,11.032,0.89669,16.79,302.58,28.261,-8.3743,0.75056,7.3918,-12.309,56.836,14.591,39.63,0.23313,-12.928,29.849,0.010127,-28.598,4.4126,0.59976,25.657,-4.0606,-8.6355,10.425,2.1008,-7.3738,8.788,4.9593,-22.452,7.2477,8.4479,3.2242,-6.2811,-8.7072,29.097,32.093,-0.26269,2.0873,-10.085,14.035,2.6207,55.546,-26.669,8.7767,-6.1958,3.9899,25.204
-41.52,15.333,11.556,10.037,12.047,21.66,-34.187,28.261,244.24,18.798,-5.3229,8.7918,-7.5847,0.95307,-17.223,21.302,-13.812,-14.05,11.745,14.693,-5.2014,39.315,-17.493,12.654,10.869,-3.8268,14.689,-18.395,14.296,13.812,24.289,-3.6447,17.296,26.184,-21.63,40.38,-6.3951,28.597,27.826,0.83995,5.0993,17.695,-2.7242,26.216,-44.003,0.71655,6.714,14.904,16.79,7.5113
-24.699,31.77,-41.358,6.5344,59.004,-29.967,-14.465,-8.3743,18.798,216.14,-4.6153,-31.309,-29.674,-8.0583,-0.30832,13.741,8.2175,-36.83,7.384,-9.0821,-33.54,-1.2894,-16.059,-0.50415,-8.9512,-13.393,7.7175,-7.3978,9.3605,10.554,-5.701,-16.699,-16.915,20.71,7.876,22.221,-3.2741,12.552,-23.53,12.614,-14.906,24.594,-26.206,-18.017,-22.053,-24.649,-28.582,-8.7103,21.033,-6.2253
